# id:11--22--11 
0.6,0.85,-1.5625914121278
0.37,0.05,-0.50278326716968
0.84,-0.3,-1.0129110775773
0.11,0.22,-0.31969989679799
-0.74,0.6,-1.7423093777108
0.14,-0.26,0.056726368453301
0.02,0.33,-0.36284275251032
0.45,-0.21,-0.060515390793628
-0.26,0.03,-0.072465243872429
-1,0.54,-2.7848843885167
-0.99,-0.43,-1.4228466996878
-0.08,0.6,-0.48538658553985
-0.99,0.22,-2.0467659655855
0.28,0.26,0.13212401525124
0.24,0.67,-0.75775398647988
-0.92,-0.16,-1.3063098360285
0.52,0.45,-0.84889263946639
0.89,0.36,-1.7856021832893
-0.85,-0.01,-1.2036742535209
-0.42,-0.59,0.021300581696573
-0.41,0.72,-1.4005101217979
0.16,0.61,-0.50863426727408
0.05,-0.4,0.55788776359292
-0.6,0.8,-1.5216464313185
0.63,-0.59,-0.41151530199428
0.34,0.64,-0.76469051851026
-0.02,-0.74,0.48344165632379
0.24,-0.01,-0.21371841612101
0.48,-0.49,-0.13456593762256
-0.75,-0.28,-0.61046161020995
-0.82,-0.67,-0.91184176929526
0.56,0.71,-1.2262865495539
0.79,0.45,-1.8095748375439
0.06,0.94,-1.0505332852493
-0.56,0.64,-1.4847210086078
-0.65,0.03,-0.67912003737808
0.36,0.51,-0.88323225743837
-0.36,-0.59,0.43878611294285
-0.9,0.04,-1.515507406477
-0.8,0.73,-2.2992506903642
0.46,0.54,-1.0156258281608
0.36,-0.57,0.61435807383354
0.81,-0.41,-0.85291738134951
0.43,0.28,-0.35628372867406
0.11,0.69,-0.94399899307891
1,0.3,-2.2485235988377
-0.99,0.56,-2.4639677845958
0,0.8,-0.76845022205824
0,-0.94,1.016742132884
0.74,0.44,-1.5478950444123
0.71,-0.91,-0.1343477967875
-0.53,0.06,-0.57778656451747
0.6,0.11,-0.86059435244694
0.48,0.71,-1.2332334692733
-0.85,0.68,-2.2546345514288
0.43,0.61,-1.1790256739115
0.22,-0.21,0.041662420846883
-0.96,0.02,-1.9369255812766
0.38,0.48,-1.2137682496677
-0.7,-0.51,-0.45989586019281
0.16,-0.7,0.75287671775288
0.79,0.18,-1.1699985300337
0.86,-0.21,-0.74742256577357
-0.02,-0.15,0.28561238179407
-0.15,-0.29,-0.047412380140811
-0.72,-0.44,-0.47769381781671
-0.2,-0.24,0.5981709945833
0.63,-0.6,-0.17854928121268
0.88,0.1,-1.6330719715112
-0.9,-0.98,-0.78488494580549
-0.23,0.54,-0.60854741768968
0.64,1,-2.1809202581634
-0.68,0.69,-1.6854529373071
0.02,0.71,-0.64196352825464
0.16,0.32,-0.03305632487758
-0.81,-0.68,-0.66725043798244
0.62,0.99,-1.5156055790878
0.5,0.48,-0.85576741737668
-0.23,-0.53,0.55956864731197
-0.68,0.63,-1.7488673012904
0.19,-0.39,0.20626858278856
-0.82,1,-2.1389366250806
0.37,0.81,-1.1495297312671
-0.61,0.24,-1.0420740683882
-0.09,-0.5,0.71935639287676
0.27,0.68,-0.56874242760214
-0.97,-0.09,-1.9409041937044
0.68,-0.65,-0.44855179410941
-0.41,-0.3,-0.63391085937087
-0.95,0.76,-2.4171584317726
-0.99,-0.75,-1.1755889488768
-0.93,0.64,-2.0344135914851
-0.77,0.57,-1.7127430462168
