# id:24-7080--240 
0,393.53761145234
1,448.39299717079
2,-86.559911099015
3,585.53379663315
4,1592.4865038238
5,-66.218584593378
6,793.84607765535
7,-5.8217137248751
8,900.2440989735
9,784.18273859766
10,-1197.4607060988
11,717.27208478715
12,-180.12337228907
13,-910.14421138333
14,-159.44389865532
15,381.95376293659
16,190.40958381996
17,-200.42222947456
18,111.04760388509
19,-438.47462912368
20,-341.00443943747
21,-152.56650050768
22,-514.75466285837
23,162.69079253405
24,-194.89399714675
25,211.07362613449
26,-760.66019781488
27,656.46828427545
28,-807.42072858791
29,-1232.7890258082
30,-802.80031816673
31,1005.8746021613
32,-23.066629528686
33,-145.6185092685
34,86.600138990297
35,420.67426510217
36,-1360.3829825065
37,246.10934440074
38,291.60265804291
39,789.55076833392
40,-507.58436014268
41,329.06417153088
42,-183.9206366091
43,-366.51549733249
44,-758.66248045927
45,-355.9427363093
46,-532.24669353056
47,-714.93522061419
48,282.64050082685
49,158.58971800063
50,308.34233118211
51,-627.19414868316
52,17.018532941221
53,-598.52359732444
54,-1251.637619939
55,349.40262847655
56,-280.99975469756
57,407.61542072985
58,633.60836436614
59,-1183.6079194787
60,768.42768708848
61,-827.21103405338
62,-870.32274754388
63,-1361.2854778598
64,-290.44146576272
65,-592.15758885339
66,-427.64400811031
67,-1277.0675150196
68,59.705567207655
69,-761.67746363304
70,-806.24493336046
71,261.86812868262
72,-713.22273829495
73,1031.8779465555
74,975.73012514578
75,-841.49357795587
76,12.899946111993
77,-2111.8766994018
78,-649.96470191186
79,-29.917680386102
80,-337.34684932687
81,-764.41844816935
82,-865.92384416204
83,1242.0560468419
84,-2037.107095643
85,-1376.643478388
86,-929.1120993468
87,-775.465415107
88,-697.32871385079
89,235.11366968287
90,-1372.3951243381
91,-473.75893498583
92,-693.93197616849
93,-1188.2386075135
94,-204.07195653769
95,-1025.5994681141
96,-1313.105640836
97,-194.93551233034
98,-77.57289581476
99,-662.47420406409
100,-1501.3692543479
101,-538.86566631895
102,488.32914147227
103,-1997.8243933159
104,-1099.2201633347
105,-1574.0037657293
106,-666.5679839009
107,-1686.2313507639
108,-920.79373126429
109,-820.0768124729
110,-522.81528151648
111,-884.94343932455
112,-570.34293693147
113,-1538.2081593824
114,-1308.4972616647
115,-929.67123027939
116,-1488.984686397
117,-1110.1921051137
118,-798.45379488327
119,382.43637611571
120,-649.49710596773
121,-1857.4567096573
122,387.08946541774
123,-875.10588494934
124,-912.99918054419
125,-1713.9800384243
126,-169.96381145905
127,-2145.8658064292
128,-1041.1102869363
129,-1416.8859953422
130,-906.4884008357
131,-1531.6484988128
132,-1823.0672879498
133,-1162.1878412614
134,-962.89862894626
135,-550.45257406268
136,-1008.4892597991
137,-1828.5852977476
138,-1730.5057085309
139,-1516.9992936143
140,-950.09779622764
141,-1673.7017516449
142,-569.74836387283
143,-1276.587490736
144,-619.94752461033
145,-1575.4185164583
146,-2752.4545222469
147,232.08711394306
148,-1936.8502837216
149,-1563.3430042986
150,-621.76384287369
151,-1798.8434011494
152,-948.14311110323
153,-966.36755629286
154,-2551.4052008529
155,-1686.9296238541
156,-1013.408810758
157,-913.28780950554
158,-2219.8495402855
159,-1405.5227964378
160,-1689.1777665236
161,-856.17438807545
162,-2378.062965044
163,-1566.6994000457
164,-1933.6579058977
165,-1406.3746820208
166,-2132.669715838
167,-2269.3970592544
168,-652.0861227836
169,-1043.7005642594
170,-1407.6839062866
171,-1315.9833342423
172,-2383.4883972557
173,-1846.4598174
174,-1206.4763607655
175,-2154.1091770869
176,-1600.9694829903
177,-1036.5780397954
178,-1419.1953074235
179,-621.5173051413
180,-627.87446060723
